cycle,Heterozygosity
100001,0.00372934
100006,0.00308444
100011,0.00277637
100016,0.00236938
100021,0.0025148
100026,0.00254187
100031,0.00234416
100036,0.00241905
100041,0.00234874
100046,0.00233292
100051,0.00230967
100056,0.00224452
100061,0.00223605
100066,0.0021726
100071,0.00215701
100076,0.00219977
100081,0.00225223
100086,0.00239974
100091,0.00238198
100096,0.00235594
100101,0.00241054
100106,0.00238789
100111,0.00239244
100116,0.00240828
100121,0.00241295
100126,0.00243237
100131,0.00243101
100136,0.00241464
100141,0.00243205
100146,0.00245422
100151,0.00243805
100156,0.00244519
100161,0.00246936
100166,0.00248174
100171,0.00250534
100176,0.00246122
100181,0.00247983
100186,0.00249375
100191,0.00248572
100196,0.00250585
100201,0.00247906
100206,0.00247267
100211,0.00246533
100216,0.00244718
100221,0.00247042
100226,0.00249541
100231,0.00251693
100236,0.00246337
100241,0.00246173
100246,0.00247818
100251,0.00243254
100256,0.00239506
100261,0.00244738
100266,0.00245005
100271,0.00242231
100276,0.00242611
100281,0.00241216
100286,0.00238958
100291,0.00237273
100296,0.00237157
100301,0.00237481
100306,0.00227363
100311,0.00223441
100316,0.00223963
100321,0.00222552
100326,0.00219175
100331,0.0022442
100336,0.00221706
100341,0.00217995
100346,0.00215887
100351,0.00215684
100356,0.00208345
100361,0.00212665
100366,0.00211101
100371,0.00211547
100376,0.00209001
100381,0.00212026
100386,0.0021008
100391,0.00214892
100396,0.00213836
100401,0.00217976
100406,0.0022114
100411,0.00223551
100416,0.00226557
100421,0.00214765
100426,0.00212636
100431,0.00214417
100436,0.00209015
100441,0.00205027
100446,0.00203747
100451,0.00209864
100456,0.00209634
100461,0.00202225
100466,0.00204687
100471,0.00208684
100476,0.00211945
100481,0.00216002
100486,0.00214787
100491,0.00215255
100496,0.00212962
100501,0.00212216
100506,0.00215247
100511,0.00214903
100516,0.00209452
100521,0.00211426
100526,0.00212908
100531,0.00214734
100536,0.00214868
100541,0.00213529
100546,0.00213947
100551,0.00218138
100556,0.00216905
100561,0.0022099
100566,0.00220099
100571,0.00226286
100576,0.00229071
100581,0.00225526
100586,0.0022695
100591,0.00224558
100596,0.00223824
100601,0.00219996
100606,0.00215774
100611,0.00218335
100616,0.00218709
100621,0.00215957
100626,0.00213485
100631,0.002149
100636,0.0021389
100641,0.00212861
100646,0.00210332
100651,0.00205986
100656,0.00204756
100661,0.00203758
100666,0.00197839
100671,0.00198962
100676,0.00199098
100681,0.00200175
100686,0.00197938
100691,0.00199921
100696,0.00202699
100701,0.00199908
100706,0.0019928
100711,0.00198664
100716,0.00198018
100721,0.00199441
100726,0.00200236
100731,0.00197965
100736,0.00195745
100741,0.00192731
100746,0.00192355
100751,0.00192001
100756,0.00192287
100761,0.00189331
100766,0.00190066
100771,0.00188473
100776,0.00191356
100781,0.00190933
100786,0.00191427
100791,0.00190669
100796,0.00185572
100801,0.0018526
100806,0.0018773
100811,0.00184533
100816,0.00183455
100821,0.00186708
100826,0.0018463
100831,0.00179789
100836,0.00181867
100841,0.00180976
100846,0.00180633
100851,0.00185712
100856,0.00187385
100861,0.00194503
100866,0.00193818
100871,0.00193127
100876,0.00192038
100881,0.00193099
100886,0.00192243
100891,0.00196287
100896,0.00196412
100901,0.00198033
100906,0.00196545
100911,0.00193963
100916,0.00195112
100921,0.00195226
100926,0.00197531
100931,0.00197088
100936,0.00200908
100941,0.00197813
100946,0.00196997
100951,0.00194509
100956,0.00196691
100961,0.00195526
100966,0.00193735
100971,0.00191152
100976,0.00191992
100981,0.00191357
100986,0.00193407
100991,0.00192059
100996,0.0019257
