cycle,Heterozygosity
100001,0.00363081
100006,0.00348578
100011,0.00324093
100016,0.00305733
100021,0.0030841
100026,0.00308198
100031,0.00308804
100036,0.00297631
100041,0.00297838
100046,0.00297038
100051,0.00296376
100056,0.00293306
100061,0.00291993
100066,0.00288406
100071,0.0028833
100076,0.00286326
100081,0.00286845
100086,0.0028518
100091,0.00289645
100096,0.00287908
100101,0.00285925
100106,0.0028946
100111,0.00292686
100116,0.00294487
100121,0.00292719
100126,0.00292598
100131,0.00295266
100136,0.00294516
100141,0.00295466
100146,0.0029436
100151,0.00297786
100156,0.00297852
100161,0.00295872
100166,0.00291799
100171,0.00291545
100176,0.00289477
100181,0.00286495
100186,0.00289455
100191,0.00290401
100196,0.00288415
100201,0.00289953
100206,0.00290639
100211,0.00287117
100216,0.00288926
100221,0.00287652
100226,0.0029136
100231,0.00289248
100236,0.00286087
100241,0.00287551
100246,0.00285702
100251,0.00286053
100256,0.00283242
100261,0.00285327
100266,0.00285135
100271,0.00281369
100276,0.00277191
100281,0.00281208
100286,0.00279704
100291,0.00278539
100296,0.00277214
100301,0.00275023
100306,0.00270847
100311,0.00265192
100316,0.0026914
100321,0.00271462
100326,0.00266624
100331,0.00270703
100336,0.0026819
100341,0.00266505
100346,0.00266841
100351,0.00264691
100356,0.00266081
100361,0.00264588
100366,0.00260555
100371,0.00260395
100376,0.00259218
100381,0.00258956
100386,0.00254931
100391,0.00251132
100396,0.00252532
100401,0.00254723
100406,0.00255208
100411,0.00259368
100416,0.00261854
100421,0.00264771
100426,0.00263254
100431,0.00264708
100436,0.00260094
100441,0.0025829
100446,0.00258941
100451,0.00260136
100456,0.0026067
100461,0.00258045
100466,0.00263876
100471,0.0026276
100476,0.00266853
100481,0.00272264
100486,0.00271385
100491,0.0027121
100496,0.00274256
100501,0.0027337
100506,0.00267809
100511,0.00266548
100516,0.00262992
100521,0.00262194
100526,0.00258649
100531,0.00256618
100536,0.00256275
100541,0.00259028
100546,0.00259335
100551,0.0026263
100556,0.0025929
100561,0.00256469
100566,0.00254255
100571,0.00251973
100576,0.0025084
100581,0.00252531
100586,0.00258014
100591,0.00250931
100596,0.00253554
100601,0.0024953
100606,0.00249226
100611,0.00253961
100616,0.00255675
100621,0.00256206
100626,0.00255224
100631,0.00253646
100636,0.0025106
100641,0.00249293
100646,0.00246756
100651,0.00249373
100656,0.00245262
100661,0.00247779
100666,0.00248491
100671,0.00246641
100676,0.00243205
100681,0.00241675
100686,0.00244248
100691,0.00242655
100696,0.0024115
100701,0.00239504
100706,0.0023838
100711,0.00238677
100716,0.00245514
100721,0.00245898
100726,0.00242372
100731,0.00244662
100736,0.0024358
100741,0.00242088
100746,0.00241366
100751,0.00240787
100756,0.00238274
100761,0.00237538
100766,0.00240888
100771,0.0024326
100776,0.00234793
100781,0.00230842
100786,0.00229904
100791,0.0022561
100796,0.00226894
100801,0.00226864
100806,0.00223604
100811,0.00223618
100816,0.00224263
100821,0.00223899
100826,0.00224885
100831,0.00225904
100836,0.00228201
100841,0.0022429
100846,0.00222477
100851,0.00217635
100856,0.00219381
100861,0.00222564
100866,0.00223677
100871,0.00222975
100876,0.00223774
100881,0.00223045
100886,0.00219656
100891,0.00221437
100896,0.00223837
100901,0.00225046
100906,0.00227112
100911,0.00225793
100916,0.002273
100921,0.00226049
100926,0.00224521
100931,0.00224587
100936,0.00219764
100941,0.00221011
100946,0.00219083
100951,0.00218534
100956,0.00214355
100961,0.00212404
100966,0.00213094
100971,0.00213529
100976,0.00211291
100981,0.00207558
100986,0.00203471
100991,0.00203968
100996,0.00203184
