cycle,Heterozygosity
100001,0.00381216
100006,0.00325699
100011,0.00323343
100016,0.00295357
100021,0.0030086
100026,0.00293726
100031,0.00290282
100036,0.00296885
100041,0.00298798
100046,0.00301039
100051,0.0029929
100056,0.00298619
100061,0.00296872
100066,0.00293807
100071,0.00295286
100076,0.00298198
100081,0.00297616
100086,0.00301519
100091,0.00305219
100096,0.00300991
100101,0.00298557
100106,0.00300055
100111,0.00294639
100116,0.00295442
100121,0.00293863
100126,0.00297379
100131,0.00301512
100136,0.00296362
100141,0.00299603
100146,0.00299852
100151,0.00301777
100156,0.00297678
100161,0.00300294
100166,0.00299014
100171,0.00299831
100176,0.00300396
100181,0.00299773
100186,0.00295549
100191,0.00295889
100196,0.00295347
100201,0.00294659
100206,0.00294781
100211,0.00293982
100216,0.00299829
100221,0.00298467
100226,0.00296999
100231,0.0029603
100236,0.00295672
100241,0.00295903
100246,0.00295894
100251,0.00298235
100256,0.00299245
100261,0.00297594
100266,0.00296128
100271,0.00299135
100276,0.00296322
100281,0.00300651
100286,0.00300709
100291,0.00299729
100296,0.00294317
100301,0.00293651
100306,0.00293852
100311,0.00291365
100316,0.0029031
100321,0.00287558
100326,0.00286716
100331,0.00287034
100336,0.00288209
100341,0.00288371
100346,0.00284723
100351,0.00285782
100356,0.00280289
100361,0.00285042
100366,0.00286828
100371,0.0028407
100376,0.00284758
100381,0.00284288
100386,0.00284048
100391,0.00279678
100396,0.00281836
100401,0.00280664
100406,0.00279281
100411,0.00278074
100416,0.00274616
100421,0.00279806
100426,0.00282809
100431,0.00284697
100436,0.0027865
100441,0.00281948
100446,0.0029014
100451,0.00291778
100456,0.00285731
100461,0.00287498
100466,0.0028545
100471,0.00287351
100476,0.00286468
100481,0.00289274
100486,0.00287584
100491,0.00289104
100496,0.00291868
100501,0.00288497
100506,0.00286853
100511,0.0028979
100516,0.00290719
100521,0.00289327
100526,0.00286489
100531,0.00289965
100536,0.00288534
100541,0.00288499
100546,0.00283707
100551,0.00282291
100556,0.00278446
100561,0.0027641
100566,0.0027573
100571,0.0027279
100576,0.00279095
100581,0.00278414
100586,0.00273012
100591,0.00272952
100596,0.00271954
100601,0.00267997
100606,0.0027275
100611,0.00269989
100616,0.00272202
100621,0.00271404
100626,0.00272597
100631,0.00272434
100636,0.00270851
100641,0.00266173
100646,0.0026835
100651,0.00264304
100656,0.00260496
100661,0.0026616
100666,0.00268447
100671,0.00267596
100676,0.00267657
100681,0.00267137
100686,0.0026116
100691,0.00258781
100696,0.00255605
100701,0.00259421
100706,0.0026335
100711,0.0025859
100716,0.00255434
100721,0.00253197
100726,0.00249875
100731,0.00248516
100736,0.00247261
100741,0.00245212
100746,0.00242131
100751,0.00232936
100756,0.00232087
100761,0.00234537
100766,0.00231449
100771,0.00230858
100776,0.00226481
100781,0.00222359
100786,0.00224915
100791,0.0023085
100796,0.00215607
100801,0.00221109
100806,0.00210632
100811,0.00210805
100816,0.0021659
100821,0.00217466
100826,0.00221976
100831,0.00221538
100836,0.00219977
100841,0.00221663
100846,0.00224051
100851,0.00222872
100856,0.00211697
100861,0.00205119
100866,0.00211987
100871,0.00217147
100876,0.00216103
100881,0.00213971
100886,0.00209304
100891,0.00222051
100896,0.00222204
100901,0.00216499
100906,0.0021501
100911,0.00200553
100916,0.00203621
100921,0.00203681
100926,0.00200027
100931,0.00195247
100936,0.00192248
100941,0.00200646
100946,0.00199072
100951,0.00202018
100956,0.0019998
100961,0.00191051
100966,0.00178215
100971,0.00170446
100976,0.00166711
100981,0.00161226
100986,0.00152433
100991,0.00149282
100996,0.00148498
