cycle,Heterozygosity
100001,0.00378742
100006,0.00362674
100011,0.00311919
100016,0.00336312
100021,0.00337244
100026,0.00335213
100031,0.003193
100036,0.00306227
100041,0.00307168
100046,0.00301319
100051,0.00297017
100056,0.00295161
100061,0.00301815
100066,0.00296045
100071,0.00292552
100076,0.00298095
100081,0.00294221
100086,0.00285863
100091,0.00290097
100096,0.0029608
100101,0.00302564
100106,0.00292226
100111,0.00291416
100116,0.00280825
100121,0.00273515
100126,0.00282377
100131,0.00268129
100136,0.00268529
100141,0.00266907
100146,0.00264166
100151,0.0026069
100156,0.0026142
100161,0.00253798
100166,0.0024388
100171,0.0024459
100176,0.00249082
100181,0.00248059
100186,0.0024904
100191,0.00242264
100196,0.00240757
100201,0.00237727
100206,0.00235646
100211,0.0022739
100216,0.00227912
100221,0.0024178
100226,0.00243622
100231,0.00235986
100236,0.00236026
100241,0.00236293
100246,0.00230879
100251,0.00232579
100256,0.00233994
100261,0.00239344
100266,0.00239734
100271,0.00242143
100276,0.00223079
100281,0.00233511
100286,0.00234979
100291,0.00238546
100296,0.00236974
100301,0.00241436
100306,0.00234941
100311,0.00221416
100316,0.00229455
100321,0.00227473
100326,0.00233414
100331,0.00239785
100336,0.00246912
100341,0.00236073
100346,0.00235151
100351,0.00231581
100356,0.00233106
100361,0.00225597
100366,0.00222109
100371,0.00220684
100376,0.00225618
100381,0.00220623
100386,0.00218091
100391,0.00230494
100396,0.00234249
100401,0.0023632
100406,0.00229086
100411,0.00223967
100416,0.00231868
100421,0.0023687
100426,0.00242642
100431,0.00232847
100436,0.00235655
100441,0.00241332
100446,0.00240365
100451,0.00240601
100456,0.00240577
100461,0.00240893
100466,0.00237527
100471,0.00236559
100476,0.00236428
100481,0.00230791
100486,0.00223381
100491,0.00218404
100496,0.00210778
100501,0.00201493
100506,0.00194922
100511,0.00188671
100516,0.00181591
100521,0.00173715
100526,0.00177181
100531,0.00174367
100536,0.00176385
100541,0.00172758
100546,0.00175543
100551,0.00174333
100556,0.00173964
100561,0.00163804
100566,0.0016273
100571,0.00158909
100576,0.00155167
100581,0.00152738
100586,0.00164527
100591,0.00164356
100596,0.00157907
100601,0.00164433
100606,0.00159208
100611,0.00164629
100616,0.00165437
100621,0.00168315
100626,0.0017704
100631,0.00180109
100636,0.00190605
100641,0.0018803
100646,0.00183231
100651,0.00185502
100656,0.00184632
100661,0.00184149
100666,0.00188616
100671,0.00191082
100676,0.00182024
100681,0.00180602
100686,0.00181659
100691,0.00183425
100696,0.00189638
100701,0.0018832
100706,0.0019321
100711,0.00193977
100716,0.00187932
100721,0.00187973
100726,0.00190129
100731,0.00184374
100736,0.00185884
100741,0.00188534
100746,0.00190249
100751,0.00195716
100756,0.00191264
100761,0.00195888
100766,0.00195925
100771,0.00197974
100776,0.00202202
100781,0.00200757
100786,0.00190573
100791,0.00190388
100796,0.00188724
100801,0.00186213
100806,0.00180739
100811,0.00179115
100816,0.00183169
100821,0.00177893
100826,0.00173055
100831,0.0016639
100836,0.00160816
100841,0.00165712
100846,0.00170726
100851,0.00169971
100856,0.00177486
100861,0.00175494
100866,0.00171988
100871,0.00169656
100876,0.00172363
100881,0.00165858
100886,0.00171835
100891,0.00172816
100896,0.00173625
100901,0.00176084
100906,0.00180916
100911,0.00178777
100916,0.00178767
100921,0.00180072
100926,0.00180415
100931,0.00181089
100936,0.00180692
100941,0.0017989
100946,0.00178244
100951,0.00180581
100956,0.0017754
100961,0.00175108
100966,0.00177432
100971,0.00175945
100976,0.00173878
100981,0.00170901
100986,0.00168319
100991,0.00166009
100996,0.00169333
