cycle,Heterozygosity
100001,0.00367874
100006,0.00259056
100011,0.00123607
100016,0.00166813
100021,0.00147878
100026,0.0013979
100031,0.000871958
100036,0.00111833
100041,0.000950819
100046,0.000977221
100051,0.00120675
100056,0.00147285
100061,0.00128144
100066,0.0011151
100071,0.00115097
100076,0.00116985
100081,0.00117231
100086,0.00124588
100091,0.00112998
100096,0.00137158
100101,0.00151674
100106,0.00150764
100111,0.00149439
100116,0.00152186
100121,0.00161115
100126,0.00160401
100131,0.00159888
100136,0.00168795
100141,0.00159943
100146,0.00148153
100151,0.00146027
100156,0.00122936
100161,0.00113149
100166,0.00133399
100171,0.00134465
100176,0.00134346
100181,0.00142763
100186,0.0015721
100191,0.00154284
100196,0.00148699
100201,0.00151286
100206,0.00138813
100211,0.00131676
100216,0.00140963
100221,0.00144533
100226,0.00124209
100231,0.00131612
100236,0.00117068
100241,0.00125637
100246,0.00121657
100251,0.00130073
100256,0.00130204
100261,0.00127601
100266,0.00138495
100271,0.00134625
100276,0.00127412
100281,0.00134696
100286,0.00114942
100291,0.00100441
100296,0.00086654
100301,0.000862983
100306,0.000873214
100311,0.000974817
100316,0.000898383
100321,0.000862888
100326,0.000824805
100331,0.000872272
100336,0.000905807
100341,0.000851645
100346,0.000768363
100351,0.0006332
100356,0.000751604
100361,0.000781177
100366,0.000746676
100371,0.000697074
100376,0.000780121
100381,0.000694377
100386,0.000615853
100391,0.000595045
100396,0.000535834
100401,0.000352711
100406,0.000446999
100411,0.000438808
100416,0.000360848
100421,0.000272785
100426,0.000330417
100431,0.000320539
100436,0.000256425
100441,0.000165721
100446,0.000190785
100451,0.000183971
100456,0.000165401
100461,0.000225569
100466,0.000162148
100471,0.000139378
100476,0.000126742
100481,0.000133281
100486,0.000105152
100491,8.16802e-05
100496,9.97756e-05
100501,9.68593e-05
100506,0.000105578
100511,8.8942e-05
100516,6.83699e-05
100521,5.03608e-05
100526,4.44322e-05
100531,4.36037e-05
100536,4.53411e-05
100541,4.3651e-05
100546,4.65327e-05
100551,4.70798e-05
100556,4.73204e-05
100561,4.56959e-05
100566,4.97818e-05
100571,5.00388e-05
100576,5.13029e-05
100581,5.21088e-05
100586,5.34856e-05
100591,5.40833e-05
100596,5.35509e-05
100601,5.72697e-05
100606,5.15615e-05
100611,4.9402e-05
100616,4.83062e-05
100621,5.14921e-05
100626,5.07591e-05
100631,5.33944e-05
100636,5.74635e-05
100641,5.93708e-05
100646,6.04555e-05
100651,6.08966e-05
100656,6.11937e-05
100661,6.16578e-05
100666,6.50837e-05
100671,6.32875e-05
100676,6.22154e-05
100681,6.38149e-05
100686,6.21894e-05
100691,6.10044e-05
100696,6.38361e-05
100701,6.32504e-05
100706,6.21021e-05
100711,6.20024e-05
100716,5.85308e-05
100721,5.71709e-05
100726,5.90594e-05
100731,5.8573e-05
100736,6.21485e-05
100741,6.29591e-05
100746,6.829e-05
100751,6.83342e-05
100756,6.67669e-05
100761,6.55256e-05
100766,6.60534e-05
100771,6.41475e-05
100776,6.21591e-05
100781,6.11503e-05
100786,6.11914e-05
100791,6.05977e-05
100796,5.96519e-05
100801,6.41008e-05
100806,6.37333e-05
100811,6.53654e-05
100816,6.78963e-05
100821,6.6082e-05
100826,6.55731e-05
100831,6.18132e-05
100836,6.11624e-05
100841,6.32836e-05
100846,5.65428e-05
100851,5.05266e-05
100856,4.84616e-05
100861,5.53761e-05
100866,5.65001e-05
100871,6.01469e-05
100876,6.15252e-05
100881,6.72883e-05
100886,7.01049e-05
100891,7.75097e-05
100896,8.01577e-05
100901,8.15955e-05
100906,8.23253e-05
100911,8.49603e-05
100916,8.148e-05
100921,8.41561e-05
100926,8.20907e-05
100931,8.10561e-05
100936,7.88903e-05
100941,7.93725e-05
100946,8.01235e-05
100951,7.99074e-05
100956,8.32134e-05
100961,7.96924e-05
100966,8.1661e-05
100971,8.52512e-05
100976,9.20071e-05
100981,9.44492e-05
100986,9.17935e-05
100991,9.16627e-05
100996,9.1401e-05
