cycle,Heterozygosity
100001,0.00372569
100006,0.00296056
100011,0.000940436
100016,0.000946878
100021,4.62412e-07
100026,1.88311e-06
100031,2.75479e-06
100036,5.78709e-06
100041,5.58752e-06
100046,6.22871e-06
100051,6.3906e-06
100056,6.59018e-06
100061,7.43301e-06
100066,9.91107e-06
100071,1.12878e-05
100076,1.24146e-05
100081,1.38527e-05
100086,1.26463e-05
100091,1.68705e-05
100096,1.90137e-05
100101,2.07259e-05
100106,2.29277e-05
100111,2.53852e-05
100116,2.82743e-05
100121,3.06743e-05
100126,3.18933e-05
100131,3.07904e-05
100136,3.21203e-05
100141,3.35338e-05
100146,3.25658e-05
100151,3.51075e-05
100156,3.73324e-05
100161,3.76594e-05
100166,4.01507e-05
100171,4.10325e-05
100176,4.22113e-05
100181,4.39013e-05
100186,4.28779e-05
100191,4.12149e-05
100196,4.0469e-05
100201,4.31584e-05
100206,4.49628e-05
100211,4.2633e-05
100216,4.51183e-05
100221,4.34867e-05
100226,4.23909e-05
100231,4.42054e-05
100236,4.5513e-05
100241,4.90284e-05
100246,5.0192e-05
100251,5.42168e-05
100256,5.25047e-05
100261,5.3537e-05
100266,5.24804e-05
100271,5.33353e-05
100276,5.53542e-05
100281,5.51737e-05
100286,5.54228e-05
100291,5.64067e-05
100296,5.82585e-05
100301,5.56584e-05
100306,5.74311e-05
100311,5.63322e-05
100316,5.82932e-05
100321,5.82144e-05
100326,5.79871e-05
100331,5.70831e-05
100336,5.82308e-05
100341,5.57442e-05
100346,6.16277e-05
100351,6.0824e-05
100356,6.10198e-05
100361,5.75772e-05
100366,6.13777e-05
100371,5.14775e-05
100376,4.71477e-05
100381,4.87257e-05
100386,4.34683e-05
100391,3.93492e-05
100396,4.19194e-05
100401,4.35481e-05
100406,4.33566e-05
100411,4.59631e-05
100416,4.77993e-05
100421,5.61722e-05
100426,5.71153e-05
100431,5.18346e-05
100436,4.95808e-05
100441,4.34269e-05
100446,3.87241e-05
100451,4.12878e-05
100456,3.96424e-05
100461,4.38271e-05
100466,4.50288e-05
100471,4.37934e-05
100476,3.56195e-05
100481,3.67337e-05
100486,3.69048e-05
100491,2.95733e-05
100496,3.16494e-05
100501,2.89618e-05
100506,2.86251e-05
100511,3.03923e-05
100516,3.15303e-05
100521,3.7641e-05
100526,3.96926e-05
100531,4.18308e-05
100536,3.81757e-05
100541,3.81453e-05
100546,3.89264e-05
100551,3.93349e-05
100556,3.41163e-05
100561,3.65834e-05
100566,3.69596e-05
100571,3.81594e-05
100576,3.45874e-05
100581,3.03189e-05
100586,2.98773e-05
100591,2.94815e-05
100596,3.27822e-05
100601,3.74484e-05
100606,3.69734e-05
100611,3.57805e-05
100616,3.23097e-05
100621,3.41045e-05
100626,3.12589e-05
100631,3.10592e-05
100636,3.14347e-05
100641,2.62705e-05
100646,2.90491e-05
100651,3.24462e-05
100656,3.25067e-05
100661,3.51398e-05
100666,3.00074e-05
100671,2.93886e-05
100676,3.40795e-05
100681,4.42356e-05
100686,4.5275e-05
100691,4.16979e-05
100696,4.14345e-05
100701,3.94673e-05
100706,3.90551e-05
100711,3.73919e-05
100716,3.56315e-05
100721,4.31912e-05
100726,3.8036e-05
100731,3.51623e-05
100736,3.62968e-05
100741,3.53306e-05
100746,3.48513e-05
100751,3.43865e-05
100756,3.6647e-05
100761,3.6299e-05
100766,4.17453e-05
100771,4.13709e-05
100776,4.44271e-05
100781,4.60948e-05
100786,5.19059e-05
100791,4.9708e-05
100796,5.15343e-05
100801,4.91841e-05
100806,4.46699e-05
100811,4.67444e-05
100816,4.72519e-05
100821,4.68911e-05
100826,5.45428e-05
100831,5.7671e-05
100836,5.7022e-05
100841,5.06223e-05
100846,5.2017e-05
100851,5.50724e-05
100856,5.24766e-05
100861,5.41183e-05
100866,5.22221e-05
100871,4.9105e-05
100876,4.86097e-05
100881,4.63673e-05
100886,4.77981e-05
100891,5.70423e-05
100896,5.04982e-05
100901,5.40586e-05
100906,5.04056e-05
100911,5.72557e-05
100916,6.33447e-05
100921,6.20571e-05
100926,6.28187e-05
100931,6.19332e-05
100936,5.77055e-05
100941,5.75315e-05
100946,6.25191e-05
100951,7.03712e-05
100956,7.0252e-05
100961,7.13071e-05
100966,7.94892e-05
100971,7.82102e-05
100976,7.45574e-05
100981,7.63758e-05
100986,7.51181e-05
100991,7.51033e-05
100996,7.84182e-05
