cycle,Heterozygosity
100001,0.00374474
100002,0.00379506
100003,0.00367783
100004,0.00363894
100005,0.00342209
100006,0.00365129
100007,0.00363992
100008,0.00362549
100009,0.00359558
100010,0.00360761
100011,0.00335548
100012,0.00343455
100013,0.00342136
100014,0.00345969
100015,0.00347672
100016,0.00348523
100017,0.00345123
100018,0.00352753
100019,0.00353765
100020,0.00365826
100021,0.00360533
100022,0.00362515
100023,0.00361858
100024,0.00358908
100025,0.00355182
100026,0.00349869
100027,0.00353311
100028,0.00342657
100029,0.00335521
100030,0.00337729
100031,0.00332839
100032,0.0033978
100033,0.00342768
100034,0.00347593
100035,0.00351262
100036,0.00333297
100037,0.00303494
100038,0.00287485
100039,0.00227921
100040,0.00208753
100041,0.00199246
100042,0.00218403
100043,0.00228182
100044,0.00221051
100045,0.00242914
100046,0.00195202
100047,0.00209912
100048,0.00237662
100049,0.00220575
100050,0.00181416
100051,0.00191613
100052,0.00165726
100053,0.00161424
100054,0.00140424
100055,0.00142037
100056,0.00154401
100057,0.00159035
100058,0.00159208
100059,0.0013594
100060,0.00143207
100061,0.00172152
100062,0.00157072
100063,0.00181424
100064,0.00190396
100065,0.00187537
100066,0.0018761
100067,0.00170545
100068,0.00202493
100069,0.00206818
100070,0.00216358
100071,0.00226194
100072,0.00225045
100073,0.00221752
100074,0.00224136
100075,0.00230079
100076,0.00254224
100077,0.00264896
100078,0.00266584
100079,0.00268315
100080,0.00273071
100081,0.00268513
100082,0.0026255
100083,0.00257232
100084,0.0025568
100085,0.00260806
100086,0.00267626
100087,0.00268804
100088,0.00269075
100089,0.00261091
100090,0.00254724
100091,0.0026657
100092,0.00257566
100093,0.00263353
100094,0.00258116
100095,0.00260876
100096,0.00262256
100097,0.00268363
100098,0.00266165
100099,0.00272511
100100,0.00270089
100101,0.0027118
100102,0.00274756
100103,0.00271373
100104,0.00272238
100105,0.00267627
100106,0.00266762
100107,0.00263469
100108,0.00262435
100109,0.00260801
100110,0.00267218
100111,0.00266558
100112,0.00265284
100113,0.00266393
100114,0.0026588
100115,0.00265194
100116,0.00255097
100117,0.00253635
100118,0.00256022
100119,0.00259758
100120,0.00257953
100121,0.00256411
100122,0.00257007
100123,0.00254291
100124,0.00255473
100125,0.00253274
100126,0.00253561
100127,0.00245551
100128,0.0023787
100129,0.00234115
100130,0.00221848
100131,0.00214409
100132,0.0021709
100133,0.00226996
100134,0.00230111
100135,0.0022695
100136,0.00231955
100137,0.0023677
100138,0.00235664
100139,0.0023326
