cycle,Heterozygosity
100001,0.003866
100002,0.00377815
100003,0.00305597
100004,0.00251525
100005,0.0024898
100006,0.00258405
100007,0.00286352
100008,0.00260408
100009,0.00260006
100010,0.00266659
100011,0.00268427
100012,0.00255794
100013,0.00254954
100014,0.00246083
100015,0.00243266
100016,0.00257605
100017,0.00239843
100018,0.00227451
100019,0.00236189
100020,0.00228482
100021,0.00223516
100022,0.0020677
100023,0.00204114
100024,0.00205657
100025,0.00211993
100026,0.0020979
100027,0.00205475
100028,0.00205458
100029,0.00208225
100030,0.00213238
100031,0.00205729
100032,0.00194184
100033,0.00197351
100034,0.00203386
100035,0.00198425
100036,0.00172313
100037,0.00172852
100038,0.00172905
100039,0.00173326
100040,0.00169667
100041,0.00148822
100042,0.00102536
100043,0.00136751
100044,0.00119629
100045,0.000694321
100046,0.00131355
100047,0.00145721
100048,0.00123805
100049,0.000975219
100050,0.00105032
100051,0.000645211
100052,0.000277337
100053,0.000329655
100054,0.000297082
100055,0.00034897
100056,0.000243306
100057,0.000103429
100058,7.74337e-05
100059,7.47242e-05
100060,0.000133859
100061,0.000234347
100062,0.000170909
100063,6.77888e-05
100064,2.96306e-05
100065,5.38398e-05
100066,0.000121664
100067,0.000166285
100068,0.000229073
100069,0.00024994
100070,0.000307826
100071,0.000188688
100072,0.00012424
100073,5.55593e-05
100074,5.64542e-05
100075,3.22451e-05
100076,7.77185e-06
100077,8.58221e-06
100078,8.79553e-06
100079,8.90999e-06
100080,8.98673e-06
100081,1.01561e-05
100082,1.05619e-05
100083,1.01327e-05
100084,1.08884e-05
100085,1.23075e-05
100086,1.26782e-05
100087,1.41636e-05
100088,1.51704e-05
100089,1.83195e-05
100090,1.73686e-05
100091,1.73595e-05
100092,1.58871e-05
100093,1.50585e-05
100094,1.50546e-05
100095,1.3071e-05
100096,1.32739e-05
100097,1.34105e-05
100098,1.37253e-05
100099,1.39672e-05
100100,1.49987e-05
100101,1.43783e-05
100102,1.62812e-05
100103,1.70799e-05
100104,1.54071e-05
100105,1.74102e-05
100106,1.71826e-05
100107,1.6211e-05
100108,1.55177e-05
100109,1.45565e-05
100110,1.47503e-05
100111,1.45317e-05
100112,1.35107e-05
100113,1.39308e-05
100114,1.49571e-05
100115,1.66961e-05
100116,1.70161e-05
100117,1.90895e-05
100118,1.6263e-05
100119,1.23777e-05
100120,1.35328e-05
100121,1.54943e-05
100122,1.67248e-05
100123,1.63215e-05
100124,1.61069e-05
100125,1.72151e-05
100126,1.76574e-05
100127,1.78746e-05
100128,1.65206e-05
100129,1.65088e-05
100130,1.71735e-05
100131,1.641e-05
100132,1.41597e-05
100133,1.34404e-05
100134,1.35939e-05
100135,1.28772e-05
100136,1.37682e-05
100137,1.21254e-05
100138,1.22529e-05
100139,1.19706e-05
