cycle,Heterozygosity
100001,0.00373971
100002,0.00343744
100003,0.00325629
100004,0.00340568
100005,0.00334702
100006,0.00335275
100007,0.00266495
100008,0.00220463
100009,0.00277215
100010,0.00210198
100011,0.00184776
100012,0.00230792
100013,0.00234196
100014,0.00225507
100015,0.00265585
100016,0.0027433
100017,0.00288057
100018,0.00276422
100019,0.00286399
100020,0.00274953
100021,0.00261003
100022,0.002393
100023,0.00250143
100024,0.00224915
100025,0.00227031
100026,0.00228392
100027,0.00232208
100028,0.00246137
100029,0.00240141
100030,0.0024471
100031,0.00241767
100032,0.00249237
100033,0.00254185
100034,0.0025891
100035,0.00250746
100036,0.00229281
100037,0.00258401
100038,0.0026828
100039,0.00277012
100040,0.00287184
100041,0.00272231
100042,0.00279696
100043,0.00262331
100044,0.0025534
100045,0.00237585
100046,0.0024291
100047,0.00254928
100048,0.00260678
100049,0.00255565
100050,0.00248443
100051,0.00255714
100052,0.00264416
100053,0.00243864
100054,0.00244035
100055,0.00226225
100056,0.00227147
100057,0.00248224
100058,0.00239866
100059,0.00237235
100060,0.00228672
100061,0.00216397
100062,0.00221442
100063,0.00220275
100064,0.00234406
100065,0.00245182
100066,0.00256784
100067,0.00255438
100068,0.00242355
100069,0.0022288
100070,0.00210759
100071,0.00229676
100072,0.00222643
100073,0.00233164
100074,0.00217632
100075,0.00223338
100076,0.00212951
100077,0.00215294
100078,0.00194107
100079,0.00199874
100080,0.00195336
100081,0.00192566
100082,0.00186273
100083,0.00141955
100084,0.00119607
100085,0.00107533
100086,0.00102997
100087,0.00103004
100088,0.0012045
100089,0.00123817
100090,0.00128508
100091,0.00138596
100092,0.00121942
100093,0.00112013
100094,0.0010007
100095,0.00100013
100096,0.00106866
100097,0.000977265
100098,0.00125511
100099,0.00109724
100100,0.000922734
100101,0.00104217
100102,0.000945343
100103,0.000844268
100104,0.000918141
100105,0.0010433
100106,0.000768409
100107,0.000548374
100108,0.000543541
100109,0.000873191
100110,0.000996917
100111,0.000739235
100112,0.000792475
100113,0.000844649
100114,0.00080387
100115,0.00096921
100116,0.000939733
100117,0.000696709
100118,0.000899071
100119,0.00104707
100120,0.000935853
100121,0.000949499
100122,0.000998935
100123,0.000998335
100124,0.000742115
100125,0.000948996
100126,0.000896472
100127,0.00122665
100128,0.00146446
100129,0.00130497
100130,0.00111545
100131,0.00110473
100132,0.00103812
100133,0.0011163
100134,0.00129288
100135,0.00124163
100136,0.00115198
100137,0.000770533
100138,0.000977059
100139,0.00101631
