cycle,Heterozygosity
100001,0.0038201
100002,0.00372944
100003,0.00362799
100004,0.00349325
100005,0.00355922
100006,0.00347021
100007,0.00348735
100008,0.00353551
100009,0.00309156
100010,0.00287709
100011,0.00310587
100012,0.00303958
100013,0.00292162
100014,0.0029463
100015,0.00274692
100016,0.00281067
100017,0.00284315
100018,0.00306205
100019,0.00299575
100020,0.00293899
100021,0.00282624
100022,0.0028182
100023,0.00278936
100024,0.00278489
100025,0.00280938
100026,0.00264732
100027,0.00265054
100028,0.0024823
100029,0.00238987
100030,0.00263255
100031,0.00286708
100032,0.00273375
100033,0.0027836
100034,0.00279721
100035,0.00275438
100036,0.00230242
100037,0.00176778
100038,0.00163675
100039,0.00146091
100040,0.0016525
100041,0.00148021
100042,0.00181918
100043,0.00131164
100044,0.00109896
100045,0.0011887
100046,0.0008708
100047,0.00097843
100048,0.000881207
100049,0.000727654
100050,0.000709589
100051,0.000718613
100052,0.00075706
100053,0.00071113
100054,0.000717242
100055,0.000549654
100056,0.000545155
100057,0.000386574
100058,0.000364499
100059,0.000396802
100060,0.000363932
100061,0.000429171
100062,0.000407306
100063,0.000293602
100064,0.000218801
100065,0.000167163
100066,0.000244304
100067,0.000194217
100068,0.000244934
100069,0.00016826
100070,0.000119677
100071,0.000107086
100072,0.000177564
100073,0.000128338
100074,0.000150985
100075,0.000128945
100076,0.000200695
100077,0.000192846
100078,0.000197445
100079,0.000167682
100080,0.000154145
100081,9.16584e-05
100082,8.76691e-05
100083,8.90856e-05
100084,4.70382e-05
100085,2.26431e-05
100086,1.72008e-05
100087,2.22724e-05
100088,2.33897e-05
100089,1.78512e-05
100090,7.12149e-06
100091,7.80697e-06
100092,7.11108e-06
100093,7.8486e-06
100094,8.29605e-06
100095,7.56113e-06
100096,8.7448e-06
100097,9.60068e-06
100098,1.02758e-05
100099,1.10029e-05
100100,1.13332e-05
100101,1.17326e-05
100102,1.22789e-05
100103,1.30177e-05
100104,1.33481e-05
100105,1.25676e-05
100106,1.17872e-05
100107,1.16701e-05
100108,1.10549e-05
100109,1.093e-05
100110,1.08273e-05
100111,1.13736e-05
100112,1.1674e-05
100113,1.20734e-05
100114,1.20421e-05
100115,1.20369e-05
100116,1.29761e-05
100117,1.30047e-05
100118,1.33598e-05
100119,1.41792e-05
100120,1.31842e-05
100121,1.23062e-05
100122,1.14724e-05
100123,1.15375e-05
100124,1.2924e-05
100125,1.28447e-05
100126,1.49272e-05
100127,1.44823e-05
100128,1.34964e-05
100129,1.5e-05
100130,1.38085e-05
100131,1.53109e-05
100132,1.34742e-05
100133,1.35549e-05
100134,1.44563e-05
100135,1.43874e-05
100136,1.21943e-05
100137,1.20682e-05
100138,1.21189e-05
100139,1.19329e-05
